product_tmpl_id.bigcommerce_product_id,Product Code/SKU,Part Number,Brand Name,Current Stock Level,Product Condition
35594,57869,RC8263R,21807,43,New
20877,57870,MM74HC4040N,NSC,0,New
35595,57871,F4011BDC,FAIRCHILD,125,New
35558,57872,D2110-7/S,Intel - Intel,4000,New
35596,57873,DM74LS107N,NSC,0,New
74788,57874,MC10162P,MOTOROLA,53,New
67494,57875,MB8116E,FUJITSU,585,New
89111,57876,MC1489N,SIGNER,148,New
72533,57877,R8206,Intel - Intel,2,New
35598,57878,673103NL,21215,2,New
33123,57879,M80C31,21483,2,New
35599,57880,DM54S387J/833B,NSC,2,New
35600,57881,C68016,22273,2,New
35601,57882,21-1554201,13,2,New
35602,57883,MC14585BCP,MOTOROLA,2,New
35603,57884,P8316A-35343,ADVANCED MICRO DEVICES,2,New
35604,57885,MPS6502,21237,2,New
35605,57886,4429738,MOTOROLA,2,New
34552,57887,645004B,20738,2,New
35606,57888,4702BDCQR,FAIRCHILD,2,New
35607,57889,9650-2DC,FAIRCHILD,2,New
70617,57890,C8087-3,Intel - Intel,2,New
58942,57891,19-14692-00,20079,3,New
82096,57892,CD4031BCN,NSC,3,New
35611,57893,TMS1100NLL,TEXAS INTRUMENTS,3,New
4524,57894,AM67558D,ADVANCED MICRO DEVICES,3,New
97160,57895,SN74LS241N,TEXAS INTRUMENTS,3,New
35613,57896,AD7531JN,ANALOG DEVICE,3,New
35614,57897,JM38510/111,SILICO,3,New
35615,57898,SC84004P,MOTOROLA,3,New
65715,57899,2601,BUSSMANN stock,0,New
35616,57900,MC3470P,MOTOROLA,4,New
98033,57901,SN74S241N,TEXAS INTRUMENTS,4,New
35569,57902,MC10135P,MOTOROLA,4,New
35617,57903,42-075-00,19926,5,New
63244,57904,AM1818-3329,ADVANCED MICRO DEVICES,5,New
61827,57905,COM2601,22099,5,New
35618,57906,F3850PC,FAIRCHILD,5,New
35619,57907,2603,FAIRCHILD,5,New
35620,57908,AM9217PCB,ADVANCED MICRO DEVICES,6,New
65582,57909,AT29C256-25DC,ATMEL,6,New
34885,57910,Z80AP10,275,7,New
35622,57911,5615410,Intel - Intel,7,New
18683,57912,2602,HEWLETT PACKARD,7,New
35205,57913,TMS9927NL,TEXAS INTRUMENTS,8,New
34956,57914,P8049,Intel - Intel,9,New
62720,57915,Z80A-CPU,275,9,New
99100,57916,TMS9900JDL,TEXAS INTRUMENTS,9,New
35085,57917,AM1973-5018,ADVANCED MICRO DEVICES,9,New
19937,57918,KM41C464P-8,sam,10,New
75162,57919,MC14520B,MOTOROLA,10,New
35624,57920,AM29811ADC,ADVANCED MICRO DEVICES,10,New
35625,57921,1484PC,FAIRCHILD,10,New
35626,57922,C82586 SZ468,Intel - Intel,10,New
34846,57923,MK4118N-4,21244,10,New
35627,57924,DP8365BN,NSC,11,New
4939,57925,MC6821S,MOTOROLA,11,New
93396,57926,SN54LS32J,TEXAS INTRUMENTS,12,New
66404,57927,74LS259PC,FAIRCHILD,12,New
35628,57928,CXK5863P-25,218,13,New
63281,57929,AM2064-50JC,ADVANCED MICRO DEVICES,15,New
35630,57930,MC3242AL,MOTOROLA,15,New
35631,57931,Z80APIO,275,15,New
35632,57932,DP8304BN-TB,ADVANCED MICRO DEVICES,18,New
35633,57933,D3625A,Intel - Intel,19,New
35634,57934,MCM51L01P-65,MOTOROLA,20,New
6373,57935,2600,Intel - Intel,20,New
75445,57936,MC3403L,MOTOROLA,21,New
35636,57937,MCM4116BP-30,MOTOROLA,26,New
35637,57938,H98766,ADVANCED MICRO DEVICES,27,New
35638,57939,MCM4116BC-20,MOTOROLA,30,New
14320,57940,74LS112PC,FAIRCHILD,39,New
97958,57941,SN74S169N,TEXAS INTRUMENTS,52,New
87605,57942,KM44C256BP-8,sam,56,New
87858,57943,LC3518BL-15,SAYNO,62,New
60062,57944,MK90005N,21244,65,New
35641,57945,ATT327CA,ATMEL,67,New
35642,57946,2641-2791,Intel - Intel,72,New
33747,57947,P8316A,ADVANCED MICRO DEVICES,74,New
59793,57948,MMI308841-1,21215,80,New
35643,57949,HMI6561-9,HARRIS,0,New
14900,57950,MCM27A08C,MOTOROLA,92,New
35644,57951,M5M51008P-12,MITUBISHI,134,New
35338,57952,MMI308841-1,21215,235,New
60973,57953,CXK5864BP-12L,218,1400,New
11987,57954,MN41C1000SJ-08,MATSUSHITA,3021,New
35645,57955,HAL2620-2,HARRIS,0,New
35646,57956,CT1741V-412,21139,1,New
35647,57957,WP91924-L1D,TEXAS INTRUMENTS,2,New
35648,57958,2007-C,SIEMENS,2,New
35649,57959,M51387P,MITUBISHI,2,New
35650,57960,AM9517A-IDC,ADVANCED MICRO DEVICES,2,New
35651,57961,A2902APC-B,ADVANCED MICRO DEVICES,2,New
63194,57962,6-1080760,ADVANCED MICRO DEVICES,2,New
69026,57963,HD3-6402-9,HARRIS,2,New
66373,57964,74LS138PC,FAIRCHILD,2,New
72715,57965,TP8032AH,Intel - Intel,3,New
35653,57966,SN74LS42NDS,MOTOROLA,3,New
35654,57967,ATT327DF,ATMEL,4,New
35655,57968,KS82C452,sam,4,New
64067,57969,AM8035PC,ADVANCED MICRO DEVICES,4,New
35657,57970,MC6808P,MOT,4,New
35658,57971,AMD9519ADCB,ADVANCED MICRO DEVICES,5,New
62550,57972,1820-2298,275,6,New
35660,57973,ICM7556IPD,21086,6,New
35661,57974,AM25LS2535PC-B,ADVANCED MICRO DEVICES,6,New
34890,57975,QD8741A,Intel - Intel,6,New
34962,57976,AM8255ACCB,ADVANCED MICRO DEVICES,6,New
64103,57977,AM8253PC,ADVANCED MICRO DEVICES,7,New
35662,57978,AM2907PCB,ADVANCED MICRO DEVICES,7,New
64319,57979,AM9519ADC,ADVANCED MICRO DEVICES,7,New
97756,57980,SN74LS74AN,TEXAS INTRUMENTS,9,New
35433,57981,P8185,Intel - Intel,9,New
72042,57982,P80C31BH,Intel - Intel,9,New
35664,57983,229R,22717,0,New
65605,57984,T7210PC,ATMEL,11,New
61929,57985,SRM20256LC-12,22169,12,New
64225,57986,AM9218CPC,ADVANCED MICRO DEVICES,15,New
35666,57987,733WO1508,ADVANCED MICRO DEVICES,15,New
35667,57988,T7210APC,19568,15,New
59739,57989,6340-1J,21215,17,New
4848,57990,SN74S181J,TEXAS INTRUMENTS,30,New
35669,57991,RS8491,ROCKWELL,44,New
69022,57992,HD1-6402C-9,HARRIS,103,New
18233,57993,KM28C16J-20,sam,288,New
35671,57994,HA12625-5,HARRIS,0,New
35672,57995,Q92451,NSC,0,New
35673,57996,D3632,Intel - Intel,1,New
35674,57997,AM9517APC,ADVANCED MICRO DEVICES,2,New
65457,57998,AD7506JN,ANALOG DEVICE,2,New
19246,57999,F74S00PC,FAIRCHILD,2,New
64613,58000,P8251A,ADVANCED MICRO DEVICES,2,New
35676,58001,MC14412VP,MOTOROLA,3,New
35677,58002,AKM6264P-12,19546,3,New
35678,58003,AM2856PC,ADVANCED MICRO DEVICES,3,New
89148,58004,N825100N,SIGNER,3,New
35680,58005,2358N,SIGNER,4,New
35681,58006,MBM8516-20,FUJITSU,4,New
35682,58007,HI1-507A-2,HARRIS,4,New
66218,58008,74F10PC,FAIRCHILD,5,New
61592,58009,CDP1802CE,21811,6,New
64081,58010,AM8155PC,ADVANCED MICRO DEVICES,6,New
34074,58011,COM2601,22099,7,New
25031,58012,MM5290J,NSC,8,New
35685,58013,DM8130N,NSC,8,New
35686,58014,AM26LS31PCB,ADVANCED MICRO DEVICES,8,New
